age,year_income,work_experience,credit_grade,percentage_rate,credit_percent_income,cb_person_default,cb_person_cred_hist_length,home_status_OTHER,home_status_OWN,home_status_RENT,credit_purpose_EDUCATION,credit_purpose_HOMEIMPROVEMENT,credit_purpose_MEDICAL,credit_purpose_PERSONAL,credit_purpose_VENTURE,credit_history_ratio
27,129900,11.0,5,11.11,0.02,0,8,0,0,0,0,0,1,0,0,0.8888888888888888
39,95000,3.0,3,14.84,0.21,1,11,0,0,0,0,1,0,0,0,0.5238095238095238
32,32004,1.0,3,10.99,0.11,0,7,0,0,1,0,0,0,0,0,0.5
47,86000,0.0,4,12.87,0.1,0,13,0,0,1,0,1,0,0,0,0.4482758620689655
24,79000,0.0,5,11.49,0.1,0,2,0,0,1,0,0,1,0,0,0.3333333333333333
23,49000,0.0,6,6.17,0.27,0,4,0,0,1,0,0,0,1,0,0.8
28,127500,5.0,2,17.04,0.13,1,8,0,0,0,0,0,1,0,0,0.8
24,45000,8.0,6,7.51,0.13,0,4,0,0,0,0,0,0,0,1,0.6666666666666666
35,60000,3.0,5,9.91,0.33,0,5,0,0,0,1,0,0,0,0,0.29411764705882354
26,83004,7.0,6,7.9,0.07,0,3,0,0,1,0,0,0,0,1,0.375
27,58000,5.0,6,9.32,0.1,0,7,0,0,1,0,0,0,0,0,0.7777777777777778
28,30000,7.0,5,10.38,0.33,0,5,0,0,1,0,0,0,0,1,0.5
25,19200,5.0,5,10.99,0.21,0,3,0,0,1,0,1,0,0,0,0.42857142857142855
27,65000,7.0,4,13.92,0.07,0,7,0,0,0,0,1,0,0,0,0.7777777777777778
28,69996,1.0,5,11.83,0.1,0,10,0,0,0,0,1,0,0,0,1.0
31,121000,15.0,4,12.73,0.21,1,9,0,0,0,0,0,0,0,0,0.6923076923076923
32,50911,7.0,4,13.06,0.2,0,7,0,0,1,0,0,0,1,0,0.5
24,44475,1.0,5,10.65,0.11,0,3,0,1,0,0,0,0,0,1,0.5
23,22800,5.0,6,6.99,0.08,0,2,0,0,1,0,0,0,0,0,0.4
23,88000,5.0,5,10.99,0.1,0,2,0,0,1,0,0,1,0,0,0.4
28,48000,4.0,5,11.99,0.06,0,10,0,0,0,0,0,0,1,0,1.0
26,84191,5.0,6,6.62,0.11,0,3,0,0,0,0,0,0,1,0,0.375
36,24000,2.0,6,9.63,0.06,0,16,0,0,0,0,0,0,0,0,0.8888888888888888
37,33600,3.0,5,10.99,0.24,0,17,0,0,1,0,0,0,1,0,0.8947368421052632
27,72000,3.0,3,14.96,0.33,0,10,0,0,1,0,0,0,0,1,1.1111111111111112
27,57996,1.0,6,8.59,0.08,0,9,0,0,0,0,0,1,0,0,1.0
23,24000,4.0,5,10.62,0.21,0,4,0,0,1,0,0,0,0,0,0.8
31,65000,13.0,5,10.99,0.2,0,8,0,0,1,0,0,1,0,0,0.6153846153846154
22,50400,3.0,5,10.99,0.04,0,4,0,0,1,0,0,0,0,1,1.0
28,40800,12.0,6,6.99,0.16,0,8,0,0,0,1,0,0,0,0,0.8
27,72000,5.0,6,6.91,0.16,0,10,0,0,0,0,0,1,0,0,1.1111111111111112
29,59000,6.0,5,11.49,0.22,0,10,0,0,1,1,0,0,0,0,0.9090909090909091
23,14400,7.0,4,14.72,0.21,1,2,0,1,0,0,0,0,0,0,0.4
25,46000,5.0,4,10.99,0.16,1,3,0,0,1,0,0,0,0,0,0.42857142857142855
24,26400,5.0,6,7.9,0.19,0,4,0,0,1,0,0,1,0,0,0.6666666666666666
23,67752,3.0,6,6.62,0.1,0,4,0,0,1,1,0,0,0,0,0.8
27,91200,3.0,4,13.49,0.05,1,10,0,0,1,0,0,0,0,0,1.1111111111111112
33,76248,17.0,6,7.66,0.14,0,5,0,0,0,1,0,0,0,0,0.3333333333333333
57,40000,1.0,6,8.9,0.38,0,20,0,0,1,0,0,0,0,0,0.5128205128205128
23,80000,1.0,4,12.68,0.18,0,4,0,0,1,0,0,1,0,0,0.8
26,150000,1.0,5,10.74,0.04,0,2,0,0,0,0,0,0,1,0,0.25
21,35000,5.0,4,11.34,0.2,1,3,0,0,1,0,0,0,0,1,1.0
24,46500,0.0,4,12.53,0.34,1,3,0,0,0,0,1,0,0,0,0.5
21,32000,3.0,6,7.68,0.16,0,4,0,0,1,1,0,0,0,0,1.3333333333333333
23,69000,7.0,5,11.49,0.13,0,2,0,0,1,0,0,0,1,0,0.4
24,39000,4.0,4,10.99,0.21,0,2,0,0,1,0,0,0,0,0,0.3333333333333333
23,66215,1.0,3,15.37,0.32,1,2,0,0,1,0,0,1,0,0,0.4
31,85000,1.0,6,7.51,0.18,0,7,0,0,1,0,0,1,0,0,0.5384615384615384
30,120000,13.0,5,10.99,0.13,0,8,0,0,0,1,0,0,0,0,0.6666666666666666
22,108803,6.0,4,12.23,0.08,0,4,0,0,0,0,0,1,0,0,1.0
58,49000,34.0,3,13.55,0.15,1,24,0,0,0,0,0,1,0,0,0.6
31,50000,9.0,6,6.03,0.24,0,6,0,0,1,0,0,0,0,0,0.46153846153846156
30,120000,3.0,2,17.04,0.08,0,10,0,0,1,0,0,0,1,0,0.8333333333333334
21,12000,5.0,6,8.9,0.25,0,4,0,0,1,1,0,0,0,0,1.3333333333333333
24,100000,8.0,6,6.92,0.12,0,2,0,0,0,0,1,0,0,0,0.3333333333333333
23,55000,7.0,4,13.11,0.15,1,3,0,0,1,0,0,0,1,0,0.6
32,107800,3.0,4,14.65,0.05,1,8,0,1,0,1,0,0,0,0,0.5714285714285714
30,48500,0.0,5,11.48,0.09,0,7,0,0,1,0,0,1,0,0,0.5833333333333334
22,26004,5.0,5,10.99,0.18,0,4,0,0,1,0,0,1,0,0,1.0
29,79200,4.0,6,5.42,0.1,0,9,0,0,0,0,0,0,0,1,0.8181818181818182
42,600000,2.0,3,14.74,0.04,0,11,1,0,0,1,0,0,0,0,0.4583333333333333
23,26400,0.0,6,7.4,0.27,0,2,0,0,1,0,0,1,0,0,0.4
24,47928,1.0,5,12.53,0.13,0,2,0,0,1,0,0,1,0,0,0.3333333333333333
25,90000,9.0,6,7.9,0.04,0,2,0,0,0,0,0,0,1,0,0.2857142857142857
26,52992,6.0,6,5.42,0.24,0,4,0,0,1,0,1,0,0,0,0.5
27,95500,1.0,5,11.11,0.13,0,6,0,0,1,1,0,0,0,0,0.6666666666666666
24,30000,6.0,5,12.69,0.17,0,2,0,0,1,1,0,0,0,0,0.3333333333333333
23,44400,2.0,6,6.99,0.16,0,3,0,0,1,0,0,0,0,0,0.6
25,24000,3.0,5,10.37,0.55,0,2,0,0,1,0,0,0,0,1,0.2857142857142857
34,135000,18.0,6,9.32,0.06,0,5,0,0,0,0,0,0,0,1,0.3125
23,91800,7.0,5,10.99,0.09,0,4,0,0,1,0,0,1,0,0,0.8
29,153000,1.0,5,8.7,0.12,0,8,0,0,1,0,0,0,0,1,0.7272727272727273
23,61615,4.0,5,10.62,0.21,0,4,0,0,0,0,0,0,1,0,0.8
25,42000,1.0,6,8.9,0.33,0,4,0,0,0,0,0,0,0,1,0.5714285714285714
34,45600,4.0,5,11.36,0.52,0,9,0,0,1,0,0,0,1,0,0.5625
22,66000,0.0,5,9.99,0.11,0,4,0,0,1,1,0,0,0,0,1.0
26,36000,3.0,4,14.27,0.22,0,2,0,0,1,0,0,0,0,1,0.25
26,36225,2.0,4,12.84,0.14,0,4,0,0,1,0,0,0,0,1,0.5
29,72000,0.0,5,10.99,0.33,0,6,0,0,0,0,0,0,0,1,0.5454545454545454
22,120000,3.0,5,11.71,0.07,0,2,0,0,0,0,0,0,1,0,0.5
24,70000,4.0,5,11.99,0.3,0,4,0,0,0,1,0,0,0,0,0.6666666666666666
23,52250,2.0,4,13.35,0.09,1,4,0,0,0,0,0,0,0,1,0.8
23,85000,2.0,5,10.99,0.11,0,4,0,0,1,0,0,1,0,0,0.8
23,50000,4.0,5,10.74,0.36,0,2,0,0,1,0,0,0,0,1,0.4
28,114000,12.0,2,18.64,0.07,0,10,0,0,0,0,0,0,0,1,1.0
28,66920,12.0,4,14.26,0.07,0,6,0,0,1,0,0,1,0,0,0.6
25,50000,5.0,6,5.42,0.16,0,4,0,0,0,0,0,0,0,0,0.5714285714285714
37,50000,0.0,5,11.89,0.1,0,12,0,0,1,0,0,0,0,1,0.631578947368421
34,91000,11.0,5,11.36,0.27,0,5,0,0,1,0,0,1,0,0,0.3125
28,90000,13.0,6,7.51,0.02,0,5,0,0,0,0,1,0,0,0,0.5
33,90000,5.0,6,8.94,0.05,0,5,0,0,0,0,0,0,0,1,0.3333333333333333
22,30000,4.0,3,16.49,0.23,1,3,0,0,1,0,0,0,0,0,0.75
23,57600,7.0,4,13.11,0.17,0,3,0,0,0,1,0,0,0,0,0.6
31,160000,8.0,4,15.23,0.02,0,7,0,0,1,0,0,0,0,1,0.5384615384615384
38,89000,11.0,5,10.99,0.11,0,13,0,0,0,1,0,0,0,0,0.65
29,50000,13.0,5,9.99,0.12,0,7,0,0,1,0,1,0,0,0,0.6363636363636364
29,72500,0.0,6,7.49,0.41,0,7,0,0,0,0,0,0,1,0,0.6363636363636364
26,94000,1.0,6,7.68,0.05,0,3,0,0,0,0,0,0,0,0,0.375
24,61000,8.0,5,9.99,0.18,0,3,0,0,1,0,0,0,1,0,0.5
33,138000,0.0,2,18.64,0.25,1,7,0,0,1,0,0,0,1,0,0.4666666666666667
33,60000,4.0,5,9.62,0.1,0,10,0,0,0,0,0,0,1,0,0.6666666666666666
44,24300,0.0,3,16.77,0.4,0,15,0,0,1,0,0,0,0,1,0.5769230769230769
24,41000,9.0,3,15.33,0.24,0,4,0,1,0,0,1,0,0,0,0.6666666666666666
24,66996,5.0,5,9.62,0.15,0,2,0,0,0,1,0,0,0,0,0.3333333333333333
40,27040,7.0,5,9.99,0.26,0,15,0,0,0,1,0,0,0,0,0.6818181818181818
29,76000,9.0,3,16.29,0.06,1,10,0,0,0,0,0,0,0,0,0.9090909090909091
24,60000,6.0,4,13.61,0.04,1,4,0,0,0,0,0,0,1,0,0.6666666666666666
29,58500,1.0,3,13.67,0.38,0,6,0,0,1,0,0,1,0,0,0.5454545454545454
25,57300,2.0,4,11.66,0.18,0,4,0,0,1,0,0,0,1,0,0.5714285714285714
21,39996,2.0,6,8.59,0.25,0,4,0,0,1,1,0,0,0,0,1.3333333333333333
25,61000,2.0,6,7.29,0.2,0,3,0,0,1,0,0,0,0,0,0.42857142857142855
24,65000,5.0,5,11.99,0.15,0,3,0,0,0,0,0,0,1,0,0.5
27,34560,8.0,2,16.4,0.31,0,7,0,0,0,0,1,0,0,0,0.7777777777777778
24,91000,9.0,6,6.03,0.16,0,4,0,0,0,1,0,0,0,0,0.6666666666666666
24,130000,8.0,6,6.62,0.05,0,2,0,0,0,0,0,0,0,1,0.3333333333333333
25,49920,9.0,6,5.42,0.07,0,3,0,0,0,0,0,0,0,0,0.42857142857142855
30,80000,7.0,5,10.99,0.21,0,8,0,0,0,0,0,0,0,1,0.6666666666666666
26,130000,3.0,6,5.99,0.07,0,3,0,0,0,0,0,1,0,0,0.375
22,24996,2.0,5,8.88,0.52,0,4,0,1,0,0,0,0,1,0,1.0
26,20004,2.0,5,12.18,0.2,0,4,0,0,1,0,0,0,0,0,0.5
23,40440,0.0,4,12.73,0.14,0,4,0,0,1,1,0,0,0,0,0.8
26,87500,3.0,3,15.05,0.09,1,2,1,0,0,0,0,0,0,1,0.25
34,38400,3.0,6,7.49,0.26,0,6,0,0,1,0,0,1,0,0,0.375
24,40000,0.0,6,6.91,0.17,0,3,0,1,0,0,0,0,1,0,0.5
26,30000,2.0,6,9.63,0.03,0,3,0,0,1,1,0,0,0,0,0.375
24,50000,4.0,6,9.63,0.12,0,3,0,0,0,0,1,0,0,0,0.5
39,32400,3.0,5,10.99,0.22,0,16,0,0,1,0,0,1,0,0,0.7619047619047619
30,50400,2.0,5,10.25,0.15,0,7,0,0,1,0,0,0,1,0,0.5833333333333334
41,33000,2.0,4,13.79,0.42,1,11,0,0,1,0,0,1,0,0,0.4782608695652174
22,64000,0.0,3,14.84,0.13,0,2,0,0,1,0,0,0,1,0,0.5
22,41300,6.0,5,11.89,0.12,0,3,0,0,1,1,0,0,0,0,0.75
23,70000,1.0,5,9.99,0.14,0,4,0,0,1,0,0,1,0,0,0.8
26,105000,2.0,5,10.99,0.06,0,4,0,0,0,0,0,0,0,0,0.5
30,42564,3.0,5,10.75,0.35,0,6,0,0,1,0,0,1,0,0,0.5
43,39000,12.0,5,9.99,0.21,0,16,0,0,0,0,0,0,0,1,0.64
33,36000,5.0,6,5.79,0.19,0,5,0,0,1,0,0,0,0,0,0.3333333333333333
27,98004,8.0,6,6.54,0.1,0,7,0,0,1,0,0,0,0,1,0.7777777777777778
28,50000,0.0,5,11.49,0.18,0,7,0,0,1,0,1,0,0,0,0.7
26,78000,5.0,4,12.68,0.08,0,2,0,0,1,0,0,0,1,0,0.25
29,148616,2.0,6,8.9,0.2,0,9,0,0,1,1,0,0,0,0,0.8181818181818182
27,51600,12.0,6,8.9,0.12,0,9,0,0,0,0,0,1,0,0,1.0
28,37290,7.0,6,5.42,0.15,0,5,0,0,0,0,0,0,1,0,0.5
22,40000,6.0,6,10.99,0.12,0,2,0,0,0,0,0,0,1,0,0.5
21,35000,0.0,5,9.62,0.1,0,2,0,0,1,0,0,1,0,0,0.6666666666666666
28,115000,3.0,6,10.99,0.16,0,9,0,0,0,1,0,0,0,0,0.9
37,53976,4.0,3,15.62,0.08,1,11,0,0,1,0,0,0,0,1,0.5789473684210527
29,110000,0.0,6,8.94,0.14,0,7,0,0,0,0,0,0,0,1,0.6363636363636364
35,26000,3.0,6,7.9,0.31,0,6,0,0,1,0,0,0,1,0,0.35294117647058826
28,51996,1.0,4,10.99,0.1,0,6,0,0,1,0,0,0,1,0,0.6
33,120000,3.0,6,7.29,0.12,0,8,0,0,0,0,0,1,0,0,0.5333333333333333
26,63400,2.0,3,15.21,0.09,1,2,0,0,1,0,0,0,1,0,0.25
21,20000,5.0,4,13.49,0.23,0,2,0,0,1,0,0,0,1,0,0.6666666666666666
21,30000,4.0,3,16.32,0.1,1,3,0,0,1,1,0,0,0,0,1.0
28,64000,13.0,5,10.59,0.11,0,6,0,0,1,0,0,1,0,0,0.6
27,73200,7.0,4,13.22,0.2,0,5,0,0,0,1,0,0,0,0,0.5555555555555556
30,100000,2.0,3,16.77,0.1,1,10,0,0,0,1,0,0,0,0,0.8333333333333334
27,78000,2.0,6,8.94,0.19,0,7,0,1,0,0,0,0,1,0,0.7777777777777778
28,57936,2.0,3,14.42,0.24,0,10,0,0,1,0,0,1,0,0,1.0
24,44000,1.0,5,8.7,0.09,0,2,0,0,1,1,0,0,0,0,0.3333333333333333
24,98004,0.0,3,16.32,0.16,0,2,0,0,1,0,0,0,0,0,0.3333333333333333
23,110000,1.0,5,10.37,0.16,0,3,0,0,0,0,0,0,1,0,0.6
23,31000,1.0,5,11.71,0.19,0,2,0,0,1,0,0,0,0,0,0.4
30,31000,7.0,3,14.84,0.15,0,9,0,0,1,0,0,1,0,0,0.75
24,22000,8.0,6,5.42,0.36,0,4,0,0,0,0,0,0,1,0,0.6666666666666666
22,71000,6.0,5,10.25,0.05,0,3,0,0,0,0,0,0,0,0,0.75
43,74000,2.0,2,18.79,0.41,0,17,0,0,1,0,0,0,0,0,0.68
22,58000,3.0,5,12.18,0.03,0,2,0,0,1,0,0,0,1,0,0.5
26,82000,2.0,3,15.05,0.05,1,4,0,0,0,0,0,0,1,0,0.5
28,56000,9.0,3,14.61,0.09,1,6,0,0,0,0,0,0,0,1,0.6
26,50000,0.0,5,10.99,0.1,0,3,0,0,1,0,0,0,0,1,0.375
30,115000,3.0,3,14.59,0.17,0,7,0,0,0,0,0,0,0,0,0.5833333333333334
26,50026,3.0,6,10.99,0.14,0,4,0,0,1,0,0,0,1,0,0.5
24,45000,0.0,3,15.99,0.09,1,3,0,0,1,1,0,0,0,0,0.5
27,140000,12.0,5,11.83,0.17,0,10,0,1,0,0,0,0,0,1,1.1111111111111112
40,49788,1.0,6,9.32,0.03,0,16,0,0,1,0,0,0,0,0,0.7272727272727273
27,85248,0.0,5,9.99,0.12,0,9,0,0,1,0,0,1,0,0,1.0
27,45500,11.0,4,13.92,0.31,1,6,0,1,0,0,0,0,0,1,0.6666666666666666
24,57000,8.0,6,5.99,0.11,0,3,0,0,0,1,0,0,0,0,0.5
34,78000,0.0,6,7.37,0.22,0,5,0,0,1,0,0,0,0,0,0.3125
31,204000,0.0,6,9.63,0.06,0,9,0,0,1,0,0,0,0,1,0.6923076923076923
30,39996,2.0,4,12.99,0.1,1,9,0,0,1,0,0,0,0,0,0.75
24,32000,4.0,5,10.75,0.09,0,4,0,0,0,0,0,0,0,1,0.6666666666666666
28,42000,9.0,6,8.49,0.06,0,8,0,0,1,1,0,0,0,0,0.8
26,108000,8.0,5,11.49,0.14,0,3,0,0,0,0,1,0,0,0,0.375
41,102300,9.0,5,11.58,0.09,0,11,0,0,0,1,0,0,0,0,0.4782608695652174
36,45000,2.0,6,7.14,0.16,0,14,0,0,0,1,0,0,0,0,0.7777777777777778
25,30000,1.0,6,8.49,0.33,0,4,0,0,1,1,0,0,0,0,0.5714285714285714
25,58296,9.0,6,6.17,0.09,0,4,0,0,1,0,0,0,0,0,0.5714285714285714
42,82500,3.0,6,6.76,0.03,0,11,0,0,1,0,0,0,0,0,0.4583333333333333
31,82000,15.0,6,5.42,0.11,0,9,0,0,0,0,1,0,0,0,0.6923076923076923
34,55000,4.0,4,13.49,0.13,1,10,0,0,0,1,0,0,0,0,0.625
23,65004,7.0,6,7.88,0.23,0,3,0,0,0,0,0,0,1,0,0.6
22,47000,6.0,4,12.29,0.41,1,4,0,0,1,0,0,0,0,0,1.0
26,71004,0.0,3,13.36,0.28,0,2,0,0,1,0,0,0,0,0,0.25
28,140000,11.0,4,13.11,0.18,1,7,0,0,1,0,1,0,0,0,0.7
27,112921,11.0,2,16.35,0.17,0,10,0,0,0,0,1,0,0,0,1.1111111111111112
27,85000,7.0,4,13.16,0.12,1,6,0,0,0,1,0,0,0,0,0.6666666666666666
23,72250,7.0,3,15.99,0.41,0,2,0,0,0,0,0,1,0,0,0.4
39,73882,17.0,5,9.91,0.09,0,13,0,0,1,0,0,1,0,0,0.6190476190476191
24,76000,8.0,5,9.99,0.18,0,4,0,0,0,1,0,0,0,0,0.6666666666666666
27,72996,12.0,6,6.03,0.13,0,8,0,0,0,1,0,0,0,0,0.8888888888888888
33,84000,2.0,2,16.7,0.18,0,9,0,0,1,0,0,0,0,1,0.6
32,572400,16.0,5,9.76,0.03,0,5,0,0,1,0,0,1,0,0,0.35714285714285715
27,95004,1.0,6,7.51,0.16,0,9,0,0,0,0,0,0,1,0,1.0
21,33800,5.0,5,11.71,0.44,0,2,0,0,1,0,0,1,0,0,0.6666666666666666
29,98736,13.0,5,11.89,0.09,0,6,0,1,0,0,0,0,0,1,0.5454545454545454
34,67500,2.0,5,10.99,0.3,0,5,0,0,1,0,0,0,0,1,0.3125
23,33600,4.0,4,14.79,0.12,0,2,0,0,0,0,0,0,0,0,0.4
22,57000,0.0,4,14.27,0.03,0,3,0,0,1,0,0,0,0,0,0.75
23,55000,4.0,5,9.25,0.15,0,2,0,0,1,1,0,0,0,0,0.4
30,110000,5.0,3,14.11,0.18,1,5,0,0,1,0,0,0,0,1,0.4166666666666667
29,62000,0.0,4,12.41,0.16,1,9,0,0,0,0,0,0,1,0,0.8181818181818182
27,37000,6.0,6,8.94,0.24,0,7,0,0,1,0,0,1,0,0,0.7777777777777778
35,36000,5.0,6,6.91,0.19,0,8,0,0,1,0,0,1,0,0,0.47058823529411764
24,49000,2.0,3,15.62,0.16,0,2,0,0,1,0,0,0,0,1,0.3333333333333333
23,60000,1.0,5,12.21,0.13,0,4,0,0,1,0,0,0,0,1,0.8
29,42000,9.0,5,10.95,0.2,0,6,0,0,0,1,0,0,0,0,0.5454545454545454
24,64600,2.0,6,7.9,0.08,0,3,0,0,1,0,0,0,1,0,0.5
22,125004,6.0,6,7.9,0.24,0,2,0,0,0,1,0,0,0,0,0.5
23,62000,1.0,6,7.9,0.16,0,3,0,0,0,0,0,1,0,0,0.6
29,33000,5.0,5,11.36,0.13,0,6,0,0,0,0,0,0,0,1,0.5454545454545454
26,56000,4.0,6,9.07,0.13,0,3,0,0,1,0,0,0,1,0,0.375
31,134748,15.0,5,10.74,0.13,0,9,0,0,0,0,0,0,0,1,0.6923076923076923
30,138000,13.0,5,10.99,0.07,0,10,0,0,0,0,1,0,0,0,0.8333333333333334
25,30000,0.0,4,12.23,0.14,1,4,0,0,1,0,0,1,0,0,0.5714285714285714
34,135600,10.0,6,5.42,0.01,0,7,0,0,0,1,0,0,0,0,0.4375
23,30720,2.0,4,13.98,0.08,1,4,0,0,1,0,0,0,1,0,0.8
24,82000,8.0,6,6.76,0.07,0,3,0,0,0,0,0,0,1,0,0.5
25,21996,3.0,4,13.98,0.36,1,2,0,0,1,0,1,0,0,0,0.2857142857142857
25,75912,9.0,5,9.99,0.3,0,4,0,0,0,0,1,0,0,0,0.5714285714285714
23,16080,4.0,3,16.29,0.19,1,2,0,0,1,1,0,0,0,0,0.4
25,26004,8.0,6,6.92,0.27,0,3,0,0,1,0,0,0,0,0,0.42857142857142855
34,62000,18.0,5,11.71,0.45,0,10,0,0,0,0,1,0,0,0,0.625
23,39700,8.0,6,7.51,0.21,0,4,0,0,0,1,0,0,0,0,0.8
25,27048,9.0,3,15.05,0.3,1,2,1,0,0,0,0,1,0,0,0.2857142857142857
23,76800,0.0,1,20.89,0.09,0,2,0,0,0,1,0,0,0,0,0.4
35,135000,12.0,4,13.16,0.07,1,7,0,0,0,1,0,0,0,0,0.4117647058823529
34,67000,7.0,5,11.71,0.3,0,9,0,0,1,1,0,0,0,0,0.5625
23,60228,7.0,4,12.98,0.13,1,2,0,0,1,0,0,1,0,0,0.4
23,75000,4.0,6,8.59,0.11,0,2,0,0,0,1,0,0,0,0,0.4
38,108000,6.0,4,13.49,0.1,0,12,0,0,1,0,1,0,0,0,0.6
29,90000,14.0,5,10.65,0.11,0,6,0,0,0,1,0,0,0,0,0.5454545454545454
22,48000,1.0,5,9.62,0.15,0,3,0,0,1,1,0,0,0,0,0.75
24,35000,3.0,4,14.27,0.43,0,2,0,0,0,0,0,1,0,0,0.3333333333333333
34,12996,0.0,5,9.25,0.12,0,7,0,0,1,0,0,1,0,0,0.4375
21,65592,5.0,3,15.99,0.05,1,3,0,0,0,1,0,0,0,0,1.0
21,70000,3.0,6,6.99,0.17,0,3,0,0,1,0,0,0,1,0,1.0
21,25000,0.0,5,9.33,0.35,0,3,0,1,0,1,0,0,0,0,1.0
27,39600,7.0,6,6.54,0.25,0,5,0,1,0,0,1,0,0,0,0.5555555555555556
22,36000,0.0,6,7.51,0.13,0,2,0,0,0,0,0,1,0,0,0.5
23,40000,7.0,6,7.51,0.1,0,2,0,0,0,0,0,1,0,0,0.4
23,56900,7.0,5,10.99,0.2,0,3,0,0,0,0,0,1,0,0,0.6
23,26000,0.0,6,6.76,0.15,0,3,0,0,1,0,0,0,1,0,0.6
29,38400,4.0,5,11.49,0.09,0,7,0,0,1,0,0,0,0,1,0.6363636363636364
24,103000,8.0,5,10.37,0.06,0,3,0,0,0,0,1,0,0,0,0.5
28,58000,3.0,6,7.14,0.07,0,9,0,0,0,0,0,0,0,1,0.9
35,75000,5.0,4,14.27,0.05,1,5,0,0,0,0,0,0,0,0,0.29411764705882354
28,80000,13.0,5,11.36,0.26,0,7,0,0,0,0,0,0,1,0,0.7
28,62352,3.0,6,6.62,0.06,0,7,0,0,0,0,0,0,0,0,0.7
28,21000,6.0,6,7.9,0.3,0,8,0,0,1,0,0,0,0,0,0.8
24,24000,1.0,6,10.99,0.06,0,3,0,0,1,1,0,0,0,0,0.5
32,84000,15.0,6,6.91,0.18,0,7,0,0,0,0,0,1,0,0,0.5
45,24000,0.0,4,13.49,0.17,0,13,0,0,0,0,0,0,0,1,0.48148148148148145
31,15204,4.0,6,8.49,0.12,0,7,0,0,1,1,0,0,0,0,0.5384615384615384
28,8000,1.0,5,11.12,0.59,0,5,0,0,1,0,1,0,0,0,0.5
24,20400,3.0,4,14.79,0.37,1,3,0,0,1,0,0,0,0,0,0.5
24,25000,3.0,6,9.32,0.28,0,2,0,0,0,0,0,0,0,0,0.3333333333333333
35,65000,19.0,5,10.25,0.31,0,5,0,0,0,1,0,0,0,0,0.29411764705882354
44,50000,6.0,4,10.99,0.17,0,15,0,1,0,0,0,0,0,1,0.5769230769230769
23,90000,0.0,5,11.36,0.28,0,3,0,0,1,0,0,0,0,0,0.6
24,28000,0.0,5,10.83,0.32,0,3,1,0,0,1,0,0,0,0,0.5
26,14400,2.0,3,15.58,0.14,0,4,0,0,1,0,0,0,0,0,0.5
30,40581,14.0,4,13.23,0.36,0,10,0,0,1,0,0,0,0,1,0.8333333333333334
26,52000,6.0,6,6.76,0.13,0,4,0,0,0,0,0,0,1,0,0.5
23,51000,3.0,4,12.99,0.24,0,3,0,0,1,1,0,0,0,0,0.6
32,53000,1.0,4,12.84,0.13,1,7,0,0,0,1,0,0,0,0,0.5
22,72000,6.0,6,6.54,0.07,0,4,0,0,0,1,0,0,0,0,1.0
25,150000,0.0,6,8.9,0.1,0,4,0,1,0,0,0,0,0,1,0.5714285714285714
25,48000,9.0,5,10.99,0.1,0,3,0,0,1,0,0,1,0,0,0.42857142857142855
21,24000,0.0,5,10.95,0.27,0,3,0,0,1,1,0,0,0,0,1.0
23,113000,0.0,0,21.21,0.17,0,4,0,0,0,0,0,0,0,1,0.8
32,135000,16.0,6,7.88,0.1,0,5,0,0,0,0,0,0,1,0,0.35714285714285715
22,23587,4.0,5,11.89,0.08,0,2,0,0,1,0,1,0,0,0,0.5
28,48000,0.0,4,12.68,0.15,0,10,0,0,1,0,1,0,0,0,1.0
24,60000,4.0,5,9.99,0.2,0,4,0,0,1,1,0,0,0,0,0.6666666666666666
24,100000,5.0,5,11.12,0.16,0,3,0,0,1,0,1,0,0,0,0.5
23,70000,6.0,4,13.23,0.09,0,3,0,0,1,0,0,0,0,1,0.6
26,90000,10.0,6,6.17,0.01,0,4,0,0,0,1,0,0,0,0,0.5
22,50004,0.0,5,10.36,0.5,0,2,0,0,1,0,0,0,0,1,0.5
29,35000,7.0,4,12.68,0.2,1,9,0,0,1,0,0,1,0,0,0.8181818181818182
23,73000,2.0,5,12.18,0.04,0,3,0,0,1,0,0,0,0,1,0.6
40,71599,0.0,6,9.63,0.08,0,17,0,0,1,1,0,0,0,0,0.7727272727272727
32,50000,6.0,5,9.25,0.2,0,8,0,0,1,0,0,0,0,0,0.5714285714285714
38,64000,4.0,6,7.88,0.08,0,16,0,0,1,0,0,0,0,0,0.8
28,45000,4.0,4,14.65,0.2,0,10,0,0,1,0,0,0,0,0,1.0
23,40000,3.0,5,9.99,0.1,0,4,0,0,0,0,0,0,0,1,0.8
28,62000,2.0,5,9.96,0.05,0,9,0,0,1,0,0,0,1,0,0.9
29,70000,13.0,3,15.62,0.36,1,9,0,1,0,0,0,0,1,0,0.8181818181818182
25,30000,0.0,4,13.99,0.11,0,2,0,0,1,0,0,1,0,0,0.2857142857142857
25,96050,3.0,2,19.29,0.31,0,2,0,0,0,0,0,1,0,0,0.2857142857142857
28,80000,12.0,6,7.9,0.1,0,5,0,1,0,1,0,0,0,0,0.5
22,116000,3.0,5,10.25,0.1,0,4,0,0,0,0,0,0,0,0,1.0
21,12000,6.0,4,13.61,0.25,1,3,0,1,0,1,0,0,0,0,1.0
28,32000,4.0,5,12.69,0.38,0,10,0,0,0,1,0,0,0,0,1.0
24,55000,1.0,6,8.07,0.1,0,4,0,0,0,0,1,0,0,0,0.6666666666666666
